duration,packet_count,total_bytes,packets_per_second,bytes_per_second,syn_count,syn_ratio,ack_count,rst_count,udp_count
1.0447458643210732,31,18298.363677226305,29.672287834463276,17514.655288075704,0,0.0,19,1,4
0.35629819049155853,31,17866.75948799671,87.00577445322293,50145.5240716975,3,0.0967741935483871,14,1,5
1.4923632788756966,44,27900.913809337777,29.48343786182432,18695.79224058469,3,0.06818181818181818,27,0,9
1.7375077747324745,34,29384.429129590826,19.568257762319945,16911.825982542825,2,0.058823529411764705,16,1,6
0.17190244369108773,34,24466.1535632926,197.78660076001427,142325.8043222398,2,0.058823529411764705,23,1,11
0.2888800856596001,39,30628.69012717152,135.0041139421268,106025.61979042969,3,0.07692307692307693,25,0,8
0.9068958383020786,28,14829.510813387,30.87454900269755,16351.944939069646,3,0.10714285714285714,16,1,5
0.6357219009827871,29,19340.227700752665,45.617431073505216,30422.465658102792,1,0.034482758620689655,13,0,7
0.8077998787083492,29,24815.484994308066,35.89998063179984,30719.842436702733,1,0.034482758620689655,19,0,7
0.41377408518448544,23,19713.103176851957,55.58588810545062,47642.189017378085,0,0.0,10,0,0
1.6545323152000893,34,21065.608171490003,20.54961374138422,12732.062092690196,2,0.058823529411764705,21,0,7
1.5253647294914243,38,29605.770722836147,24.91207464372778,19408.978161378545,2,0.05263157894736842,21,0,6
0.8631425327218762,37,42394.32670419233,42.866616575274506,49116.252643122534,0,0.0,22,1,7
2.0173665355168966,35,26139.13304568948,17.34935094034966,12957.05692817593,0,0.0,23,0,8
1.190064460092835,29,18131.564141136438,24.368427906617562,15235.78322784467,3,0.10344827586206896,12,0,6
0.41171086074795343,31,22280.405867359146,75.29556044181693,54116.633763030746,3,0.0967741935483871,17,0,5
1.0996595449049296,45,34496.63457096735,40.92175638223597,31370.286131558776,4,0.08888888888888889,23,0,6
0.38018166273642695,34,24574.849510173837,89.43093087467393,64639.75493529033,1,0.029411764705882353,18,1,7
1.653278425353905,36,26796.821539616267,21.77491670363614,16208.293248537415,2,0.05555555555555555,20,0,6
0.7866744868342526,35,17156.285179297913,44.49108314272086,21808.62029521066,2,0.05714285714285714,18,2,10
0.7061766284517369,36,20762.154521443037,50.97874745434228,29400.79533212987,1,0.027777777777777776,16,0,7
0.4748560205521116,36,26032.307663776694,75.81245354779973,54821.47543061394,0,0.0,18,0,10
2.177185681389342,38,27369.567085046532,17.453724927931184,12571.076192077935,6,0.15789473684210525,21,0,7
0.7235225353903513,34,22034.921637856798,46.99231653048165,30455.059186191935,0,0.0,18,0,9
0.5811988896507309,28,20107.85152617476,48.17627923691748,34597.195356409735,1,0.03571428571428571,15,1,2
0.6177281281594832,41,31200.289632956836,66.37224068484501,50508.125194036234,2,0.04878048780487805,23,1,7
1.2533843196056416,31,28212.927087406853,24.733036400003538,22509.398471079985,2,0.06451612903225806,16,0,3
1.0967543765096281,42,30749.95928169106,38.294809575926315,28037.234170472548,1,0.023809523809523808,24,0,4
1.1390403267944553,39,32051.704501193737,34.23934963721238,28139.21838166631,2,0.05128205128205128,19,1,11
1.1556428883433254,35,22837.918100966297,30.286172617022142,19762.089423407993,0,0.0,14,0,8
4.541775798846722,38,32413.134749413617,8.366771431044487,7136.665521368135,3,0.07894736842105263,16,1,8
0.59147727645922,38,31069.99523566852,64.24591698176582,52529.48248775314,1,0.02631578947368421,18,1,8
0.5434627112896594,41,37139.72948346707,75.44215849272402,68339.05751386873,2,0.04878048780487805,22,0,9
0.4269799669772215,37,32501.646679880287,86.65511935358286,76119.83979008126,2,0.05405405405405406,18,0,8
1.3401526669868118,34,29103.062012032613,25.37024388157606,21716.228851349973,0,0.0,21,0,9
2.0201622584989103,35,25629.970325455983,17.325340998107198,12687.085018854097,0,0.0,19,0,7
0.747397605189879,33,26204.93900864414,44.153205430215735,35061.57743439208,2,0.06060606060606061,20,2,8
0.41806214654230567,42,39540.12749909354,100.46353238955544,94579.54475457943,0,0.0,32,1,7
0.4233377426458512,31,19611.423902732407,73.22758374023235,46325.715680726826,0,0.0,12,1,11
1.377780994871963,45,28659.89699255539,32.661214059047055,20801.489568535348,1,0.022222222222222223,21,0,4
1.48379550734153,28,21914.414245669825,18.870524854308748,14769.160667518932,3,0.10714285714285714,15,0,5
1.264306075366059,37,30515.76273716792,29.265065414865823,24136.372775344436,2,0.05405405405405406,22,1,10
0.48075006186401603,36,21659.789884769252,74.88298568369791,45054.159329252245,1,0.027777777777777776,18,0,5
0.9858304056602043,35,25778.995850496158,35.50306401491109,26149.52399772264,4,0.11428571428571428,20,0,4
0.8988389961679482,33,24191.64728108102,36.71402791900447,26914.327687403547,1,0.030303030303030304,16,0,6
0.9752620034299805,45,15806.231063611887,46.141446956546794,16207.163826768225,1,0.022222222222222223,14,0,8
1.644017633185747,37,26287.50403153666,22.505841332311068,15989.794452871665,1,0.02702702702702703,22,1,11
0.9790979787890286,40,28867.31160349104,40.853929705250685,29483.57797571476,1,0.025,24,0,10
1.4093531643679749,40,28845.89081167426,28.38181444601788,20467.468013675774,1,0.025,24,1,8
0.8642123677198732,39,39189.71820753242,45.12779665824165,45347.32395803369,2,0.05128205128205128,26,0,13
1.0317903724466213,36,19121.62702566249,34.8908082119776,18532.472812593263,0,0.0,21,0,8
1.3566664901432328,31,18648.606052678264,22.850125823279612,13745.903055886196,2,0.06451612903225806,23,0,9
0.25519567991576864,31,8673.947445378117,121.47541059563406,33989.39765845993,0,0.0,20,1,5
0.633980569122816,35,23220.225003102914,55.2067392986925,36626.08309152239,1,0.02857142857142857,21,0,7
0.5619748823389787,57,38690.69713466723,101.42802070221006,68847.7338589117,1,0.017543859649122806,35,0,6
0.4911025671544958,40,26328.164330393356,81.44938079180599,53610.3170523863,2,0.05,20,0,3
0.6569720514966056,39,37025.89492317599,59.36325588151979,56358.401911968234,2,0.05128205128205128,25,1,9
2.707303304818509,36,32576.80154474352,13.297364922477112,12032.933837432518,1,0.027777777777777776,16,1,4
0.4095628561671017,52,39728.738939141964,126.96463855790671,97002.78807249219,1,0.019230769230769232,31,0,11
1.7764601130383562,41,28014.875664875817,23.07960629066753,15770.05611286187,1,0.024390243902439025,26,2,9
0.21303563702463688,46,42996.85045192483,215.9263146882803,201829.37959320104,3,0.06521739130434782,33,0,4
0.6263111266077789,48,35829.292091018244,76.63922603447459,57206.85865039084,1,0.020833333333333332,24,0,9
0.9325826040871317,29,17478.63039684565,31.096441079755028,18742.179320356066,2,0.06896551724137931,18,0,7
1.308626174399914,44,19407.310474322352,33.62304748350057,14830.293672844962,1,0.022727272727272728,24,1,12
1.4462605060443778,38,25481.40886175353,26.274657878844124,17618.823687197917,0,0.0,25,0,6
1.5444653337520717,38,33661.76234146064,24.603983766786197,21795.09090028191,2,0.05263157894736842,14,0,13
0.61941483706497,36,41751.97070823922,58.1193698403837,67405.50630991728,1,0.027777777777777776,23,0,10
0.5655924946894456,54,41098.85256496171,95.47510001816805,72665.130727253,0,0.0,31,0,12
1.6264190642418757,31,18979.316225628703,19.060278301920953,11669.388685182163,3,0.0967741935483871,14,0,5
0.7025466601024485,53,28445.4319129686,75.43982913856755,40489.028741266186,1,0.018867924528301886,32,2,12
0.2950681127338196,45,38220.83466007535,152.50716040805946,129532.24360964511,1,0.022222222222222223,27,0,11
0.3306715239187706,29,12538.704206554119,87.70032464943624,37918.91136544993,1,0.034482758620689655,14,0,5
0.3923653614338604,38,32264.360493609434,96.84850839312817,82230.39968590123,1,0.02631578947368421,23,0,14
1.2186316065200233,41,36784.71165422029,33.64429396106126,30185.259808962524,3,0.07317073170731707,31,0,12
0.9175397175169381,36,29827.09085694896,39.23535876727367,32507.683632123902,0,0.0,20,0,7
1.4224607341874635,34,24155.67056773603,23.902241505050362,16981.607989013635,3,0.08823529411764706,25,2,8
